Flight Date,Flight No,Segment,COS,Seats Allocate,Over sell,Curtailed,Seats Sold,On Hold,Fixed,Seats Available,Fare Collection(USD),Seat Factor,Sur Charge,Flight Status,Baggage ,Sold Seats ,Ava.Seats 
8/1/2025,RB446,IST/DAM,C,12,0,0,1,0,0,11,374,8%,0,ACT,0,1,11
8/1/2025,RB446,IST/DAM,Y,141,0,0,115,0,0,26,"15,901.38",82%,0,ACT,0,115,26
8/1/2025,RB505,DAM/SHJ,C,12,0,0,0,0,0,12,0,0%,0,ACT,0,0,12
8/1/2025,RB505,DAM/SHJ,Y,145,0,0,68,0,0,77,"8,045.07",47%,0,ACT,0,68,77
8/1/2025,RB503,DAM/AUH,C,12,0,0,4,0,0,8,"1,354.73",33%,0,ACT,0,4,8
8/1/2025,RB503,DAM/AUH,Y,148,0,0,81,0,0,67,"11,862.96",55%,0,ACT,0,81,67
8/1/2025,RB515,DAM/DXB,C,12,0,0,5,0,0,7,"1,381.26",42%,0,ACT,0,5,7
8/1/2025,RB515,DAM/DXB,Y,145,0,0,97,0,0,48,"12,107.34",67%,0,ACT,0,97,48
8/1/2025,RB506,SHJ/DAM,C,12,0,0,12,0,0,0,"4,502.91",100%,0,ACT,0,12,0
8/1/2025,RB506,SHJ/DAM,Y,145,0,0,102,0,0,43,"14,206.70",70%,0,ACT,0,102,43
8/1/2025,RB504,AUH/DAM,C,12,0,0,9,0,0,3,"3,277.71",75%,0,ACT,0,9,3
8/1/2025,RB504,AUH/DAM,Y,148,0,0,115,0,0,33,"17,520.23",78%,0,ACT,0,115,33
8/1/2025,RB516,DXB/DAM,C,12,0,0,11,0,0,1,"3,761.01",92%,0,ACT,0,11,1
8/1/2025,RB516,DXB/DAM,Y,145,0,0,117,0,0,28,"15,708.90",81%,0,ACT,0,117,28
8/1/2025,RB501,DAM/SHJ,C,12,0,0,8,0,0,4,"3,325.37",67%,0,ACT,0,8,4
