,,,,SEAT INVENTORY AND COLLECTIONS,,,,,,,,,,,,,
Report ID,: UC_REPM_015,,,,,,,,,,,,,,,,
From Date,: 25/10/2023,,,,,,,,,,Print Date :,21/09/2,,,,,
To Date,: 25/10/2025,,,,,,,,,,Print Time :,10:27:,Zulu,,,,
Flight Date,Flight No,Segment,COS,Seats Allocate,Over sell,Curtailed,Seats Sold,On Hold,Fixed,Seats Available,Fare Collection(USD),Seat Factor,Sur Charge,Flight Status,Baggage ,Sold Seats ,Ava.Seats 
03/17/2024,RB441,DAM/VKO,Y,96,0,0,0,0,0,57,0.00,0 %,0.00,ACT,0.00,0,96
03/17/2024,RB501,DAM/SHJ,C,11,0,0,0,0,0,5,0.00,0 %,0.00,ACT,0.00,0,11
03/17/2024,RB501,DAM/SHJ,Y,144,0,0,0,0,0,76,0.00,0 %,0.00,ACT,0.00,0,144
03/17/2024,RB502,SHJ/DAM,C,11,0,0,0,0,0,10,0.00,0 %,0.00,ACT,0.00,0,11
03/17/2024,RB502,SHJ/DAM,Y,144,0,0,0,0,0,19,0.00,0 %,0.00,ACT,0.00,0,144
03/17/2024,RB442,VKO/DAM,C,11,0,0,0,0,0,4,0.00,0 %,0.00,ACT,0.00,0,11
03/17/2024,RB442,VKO/DAM,Y,114,0,0,0,0,0,66,0.00,0 %,0.00,ACT,0.00,0,114
03/18/2024,RB515,DAM/DXB,C,11,0,0,0,0,0,5,0.00,0 %,0.00,ACT,0.00,0,11
03/18/2024,RB515,DAM/DXB,Y,144,0,0,0,0,0,31,0.00,0 %,0.00,ACT,0.00,0,144
03/18/2024,RB201,DAM/CAI,C,11,0,0,0,0,0,10,0.00,0 %,0.00,ACT,0.00,0,11
03/18/2024,RB201,DAM/CAI,Y,144,0,0,0,0,0,48,0.00,0 %,0.00,ACT,0.00,0,144
03/18/2024,RB202,CAI/DAM,C,11,0,0,0,0,0,3,0.00,0 %,0.00,ACT,0.00,0,11
03/18/2024,RB202,CAI/DAM,Y,144,0,0,0,0,0,87,0.00,0 %,0.00,ACT,0.00,0,144
03/18/2024,RB516,DXB/DAM,C,11,0,0,0,0,0,2,0.00,0 %,0.00,ACT,0.00,0,11
03/18/2024,RB516,DXB/DAM,Y,144,0,0,0,0,0,23,0.00,0 %,0.00,ACT,0.00,0,144
03/19/2024,RB501,DAM/SHJ,C,11,0,0,0,0,0,11,0.00,0 %,0.00,ACT,0.00,0,11
03/19/2024,RB501,DAM/SHJ,Y,144,0,0,0,0,0,91,0.00,0 %,0.00,ACT,0.00,0,144
03/19/2024,RB503,DAM/AUH,C,11,0,0,0,0,0,10,0.00,0 %,0.00,ACT,0.00,0,11
03/19/2024,RB503,DAM/AUH,Y,144,0,0,0,0,0,88,0.00,0 %,0.00,ACT,0.00,0,144
03/19/2024,RB502,SHJ/DAM,C,11,0,0,0,0,0,3,0.00,0 %,0.00,ACT,0.00,0,11
03/19/2024,RB502,SHJ/DAM,Y,144,0,0,0,0,0,8,0.00,0 %,0.00,ACT,0.00,0,144
03/19/2024,RB504,AUH/DAM,C,11,0,0,0,0,0,10,0.00,0 %,0.00,ACT,0.00,0,11
03/19/2024,RB504,AUH/DAM,Y,144,0,0,0,0,0,32,0.00,0 %,0.00,ACT,0.00,0,144
03/20/2024,RB521,DAM/DOH,C,11,0,0,0,0,0,10,0.00,0 %,0.00,ACT,0.00,0,11
03/20/2024,RB521,DAM/DOH,Y,144,0,0,0,0,0,41,0.00,0 %,0.00,ACT,0.00,0,144
03/20/2024,RB515,DAM/DXB,C,11,0,0,0,0,0,5,0.00,0 %,0.00,ACT,0.00,0,11
03/20/2024,RB515,DAM/DXB,Y,144,0,0,0,0,0,47,0.00,0 %,0.00,ACT,0.00,0,144
03/20/2024,RB522,DOH/DAM,C,11,0,0,0,0,0,5,0.00,0 %,0.00,ACT,0.00,0,11
03/20/2024,RB522,DOH/DAM,Y,144,0,0,0,0,0,56,0.00,0 %,0.00,ACT,0.00,0,144
03/20/2024,RB516,DXB/DAM,C,11,0,0,0,0,0,0,0.00,0 %,0.00,ACT,0.00,0,11
03/20/2024,RB516,DXB/DAM,Y,144,0,0,0,0,0,17,0.00,0 %,0.00,ACT,0.00,0,144
03/21/2024,RB515,DAM/DXB,C,28,0,0,0,0,0,24,0.00,0 %,0.00,ACT,0.00,0,28
03/21/2024,RB515,DAM/DXB,Y,254,0,0,0,0,0,187,0.00,0 %,0.00,ACT,0.00,0,254
03/21/2024,RB341,DAM/KWI,C,11,0,0,0,0,0,10,0.00,0 %,0.00,ACT,0.00,0,11
03/21/2024,RB341,DAM/KWI,Y,144,0,0,0,0,0,99,0.00,0 %,0.00,ACT,0.00,0,144
03/21/2024,RB342,KWI/DAM,C,11,0,0,0,0,0,8,0.00,0 %,0.00,ACT,0.00,0,11
03/21/2024,RB342,KWI/DAM,Y,144,0,0,0,0,0,61,0.00,0 %,0.00,ACT,0.00,0,144
03/21/2024,RB516,DXB/DAM,C,28,0,0,0,0,0,10,0.00,0 %,0.00,ACT,0.00,0,28
03/21/2024,RB516,DXB/DAM,Y,254,0,0,0,0,0,119,0.00,0 %,0.00,ACT,0.00,0,254
03/21/2024,RB201,DAM/CAI,C,11,0,0,0,0,0,0,0.00,0 %,0.00,ACT,0.00,0,11
03/21/2024,RB201,DAM/CAI,Y,144,0,0,0,0,0,10,0.00,0 %,0.00,ACT,0.00,0,144
03/21/2024,RB202,CAI/DAM,C,11,0,0,0,0,0,9,0.00,0 %,0.00,ACT,0.00,0,11
03/21/2024,RB202,CAI/DAM,Y,144,0,0,0,0,0,29,0.00,0 %,0.00,ACT,0.00,0,144
03/22/2024,RB121,DAM/KAC,C,11,0,0,0,0,0,11,0.00,0 %,0.00,ACT,0.00,0,11
03/22/2024,RB121,DAM/KAC,Y,144,0,0,0,0,0,24,0.00,0 %,0.00,ACT,0.00,0,144
03/22/2024,RB122,KAC/DAM,C,11,0,0,0,0,0,8,0.00,0 %,0.00,ACT,0.00,0,11
03/22/2024,RB122,KAC/DAM,Y,144,0,0,0,0,0,22,0.00,0 %,0.00,ACT,0.00,0,144
03/22/2024,RB501,DAM/SHJ,C,11,0,0,0,0,0,8,0.00,0 %,0.00,ACT,0.00,0,11
03/22/2024,RB501,DAM/SHJ,Y,144,0,0,0,0,0,83,0.00,0 %,0.00,ACT,0.00,0,144
03/22/2024,RB503,DAM/AUH,C,11,0,0,0,0,0,11,0.00,0 %,0.00,ACT,0.00,0,11
03/22/2024,RB503,DAM/AUH,Y,144,0,0,0,0,0,70,0.00,0 %,0.00,ACT,0.00,0,144
03/22/2024,RB502,SHJ/DAM,C,11,0,0,0,0,0,0,0.00,0 %,0.00,ACT,0.00,0,11
03/22/2024,RB502,SHJ/DAM,Y,144,0,0,0,0,0,8,0.00,0 %,0.00,ACT,0.00,0,144
03/22/2024,RB504,AUH/DAM,C,11,0,0,0,0,0,2,0.00,0 %,0.00,ACT,0.00,0,11
03/22/2024,RB504,AUH/DAM,Y,144,0,0,0,0,0,15,0.00,0 %,0.00,ACT,0.00,0,144
03/23/2024,RB521,DAM/DOH,C,11,0,0,0,0,0,7,0.00,0 %,0.00,ACT,0.00,0,11
03/23/2024,RB521,DAM/DOH,Y,144,0,0,0,0,0,45,0.00,0 %,0.00,ACT,0.00,0,144
03/23/2024,RB515,DAM/DXB,C,28,0,0,0,0,0,12,0.00,0 %,0.00,ACT,0.00,0,28
03/23/2024,RB515,DAM/DXB,Y,254,0,0,0,0,0,127,0.00,0 %,0.00,ACT,0.00,0,254
03/23/2024,RB201,DAM/CAI,C,11,0,0,0,0,0,7,0.00,0 %,0.00,ACT,0.00,0,11
03/23/2024,RB201,DAM/CAI,Y,144,0,0,0,0,0,47,0.00,0 %,0.00,ACT,0.00,0,144
03/23/2024,RB522,DOH/DAM,C,11,0,0,0,0,0,4,0.00,0 %,0.00,ACT,0.00,0,11
03/23/2024,RB522,DOH/DAM,Y,144,0,0,0,0,0,61,0.00,0 %,0.00,ACT,0.00,0,144
03/23/2024,RB202,CAI/DAM,C,11,0,0,0,0,0,9,0.00,0 %,0.00,ACT,0.00,0,11
03/23/2024,RB202,CAI/DAM,Y,144,0,0,0,0,0,52,0.00,0 %,0.00,ACT,0.00,0,144
03/23/2024,RB516,DXB/DAM,C,28,0,0,0,0,0,15,0.00,0 %,0.00,ACT,0.00,0,28
03/23/2024,RB516,DXB/DAM,Y,254,0,0,0,0,0,29,0.00,0 %,0.00,ACT,0.00,0,254
03/24/2024,RB441,DAM/VKO,C,11,0,0,0,0,0,3,0.00,0 %,0.00,ACT,0.00,0,11
03/24/2024,RB441,DAM/VKO,Y,96,0,0,0,0,0,37,0.00,0 %,0.00,ACT,0.00,0,96
03/24/2024,RB501,DAM/SHJ,C,28,0,0,0,0,0,22,0.00,0 %,0.00,ACT,0.00,0,28
03/24/2024,RB501,DAM/SHJ,Y,254,0,0,0,0,0,198,0.00,0 %,0.00,ACT,0.00,0,254
03/24/2024,RB502,SHJ/DAM,C,28,0,0,0,0,0,17,0.00,0 %,0.00,ACT,0.00,0,28
03/24/2024,RB502,SHJ/DAM,Y,254,0,0,0,0,0,108,0.00,0 %,0.00,ACT,0.00,0,254
03/24/2024,RB442,VKO/DAM,C,11,0,0,0,0,0,7,0.00,0 %,0.00,ACT,0.00,0,11
03/24/2024,RB442,VKO/DAM,Y,114,0,0,0,0,0,49,0.00,0 %,0.00,ACT,0.00,0,114
03/25/2024,RB515,DAM/DXB,C,28,0,0,0,0,0,21,0.00,0 %,0.00,ACT,0.00,0,28
03/25/2024,RB515,DAM/DXB,Y,254,0,0,0,0,0,124,0.00,0 %,0.00,ACT,0.00,0,254
03/25/2024,RB201,DAM/CAI,C,11,0,0,0,0,0,11,0.00,0 %,0.00,ACT,0.00,0,11
03/25/2024,RB201,DAM/CAI,Y,144,0,0,0,0,0,41,0.00,0 %,0.00,ACT,0.00,0,144
03/25/2024,RB202,CAI/DAM,C,11,0,0,0,0,0,8,0.00,0 %,0.00,ACT,0.00,0,11
03/25/2024,RB202,CAI/DAM,Y,144,0,0,0,0,0,71,0.00,0 %,0.00,ACT,0.00,0,144
03/25/2024,RB516,DXB/DAM,C,28,0,0,0,0,0,21,0.00,0 %,0.00,ACT,0.00,0,28
03/25/2024,RB516,DXB/DAM,Y,254,0,0,0,0,0,100,0.00,0 %,0.00,ACT,0.00,0,254
03/26/2024,RB501,DAM/SHJ,C,11,0,0,0,0,0,6,0.00,0 %,0.00,ACT,0.00,0,11
03/26/2024,RB501,DAM/SHJ,Y,144,0,0,0,0,0,81,0.00,0 %,0.00,ACT,0.00,0,144
03/26/2024,RB503,DAM/AUH,C,11,0,0,0,0,0,9,0.00,0 %,0.00,ACT,0.00,0,11
03/26/2024,RB503,DAM/AUH,Y,144,0,0,0,0,0,67,0.00,0 %,0.00,ACT,0.00,0,144
03/26/2024,RB502,SHJ/DAM,C,11,0,0,0,0,0,9,0.00,0 %,0.00,ACT,0.00,0,11
03/26/2024,RB502,SHJ/DAM,Y,144,0,0,0,0,0,13,0.00,0 %,0.00,ACT,0.00,0,144
03/26/2024,RB504,AUH/DAM,C,11,0,0,0,0,0,10,0.00,0 %,0.00,ACT,0.00,0,11
03/26/2024,RB504,AUH/DAM,Y,144,0,0,0,0,0,21,0.00,0 %,0.00,ACT,0.00,0,144
03/27/2024,RB0521,DAM/DOH,C,11,0,0,0,0,0,6,0.00,0 %,0.00,ACT,0.00,0,11
03/27/2024,RB0521,DAM/DOH,Y,144,0,0,0,0,0,34,0.00,0 %,0.00,ACT,0.00,0,144
03/27/2024,RB515,DAM/DXB,C,28,0,0,0,0,0,15,0.00,0 %,0.00,ACT,0.00,0,28
03/27/2024,RB515,DAM/DXB,Y,254,0,0,0,0,0,127,0.00,0 %,0.00,ACT,0.00,0,254
03/27/2024,RB522,DOH/DAM,C,11,0,0,0,0,0,6,0.00,0 %,0.00,ACT,0.00,0,11
03/27/2024,RB522,DOH/DAM,Y,144,0,0,0,0,0,29,0.00,0 %,0.00,ACT,0.00,0,144
03/27/2024,RB516,DXB/DAM,C,28,0,0,0,0,0,17,0.00,0 %,0.00,ACT,0.00,0,28
03/27/2024,RB516,DXB/DAM,Y,254,0,0,0,0,0,87,0.00,0 %,0.00,ACT,0.00,0,254
03/28/2024,RB515,DAM/DXB,C,28,0,0,0,0,0,22,0.00,0 %,0.00,ACT,0.00,0,28
03/28/2024,RB515,DAM/DXB,Y,254,0,0,0,0,0,153,0.00,0 %,0.00,ACT,0.00,0,254
03/28/2024,RB341,DAM/KWI,C,11,0,0,0,0,0,10,0.00,0 %,0.00,ACT,0.00,0,11
03/28/2024,RB341,DAM/KWI,Y,144,0,0,0,0,0,93,0.00,0 %,0.00,ACT,0.00,0,144
03/28/2024,RB342,KWI/DAM,C,11,0,0,0,0,0,5,0.00,0 %,0.00,ACT,0.00,0,11
03/28/2024,RB342,KWI/DAM,Y,144,0,0,0,0,0,21,0.00,0 %,0.00,ACT,0.00,0,144
03/28/2024,RB516,DXB/DAM,C,28,0,0,0,0,0,11,0.00,0 %,0.00,ACT,0.00,0,28
03/28/2024,RB516,DXB/DAM,Y,254,0,0,0,0,0,59,0.00,0 %,0.00,ACT,0.00,0,254
03/28/2024,RB201,DAM/CAI,C,11,0,0,0,0,0,5,0.00,0 %,0.00,ACT,0.00,0,11
03/28/2024,RB201,DAM/CAI,Y,144,0,0,0,0,0,8,0.00,0 %,0.00,ACT,0.00,0,144
03/28/2024,RB202,CAI/DAM,C,11,0,0,0,0,0,6,0.00,0 %,0.00,ACT,0.00,0,11
03/28/2024,RB202,CAI/DAM,Y,144,0,0,0,0,0,27,0.00,0 %,0.00,ACT,0.00,0,144
03/29/2024,RB121,DAM/KAC,C,11,0,0,0,0,0,11,0.00,0 %,0.00,ACT,0.00,0,11
03/29/2024,RB121,DAM/KAC,Y,144,0,0,0,0,0,6,0.00,0 %,0.00,ACT,0.00,0,144
03/29/2024,RB122,KAC/DAM,C,11,0,0,0,0,0,10,0.00,0 %,0.00,ACT,0.00,0,11
03/29/2024,RB122,KAC/DAM,Y,144,0,0,0,0,0,42,0.00,0 %,0.00,ACT,0.00,0,144
03/29/2024,RB0501,DAM/SHJ,C,11,0,0,0,0,0,8,0.00,0 %,0.00,ACT,0.00,0,11
03/29/2024,RB0501,DAM/SHJ,Y,144,0,0,0,0,0,71,0.00,0 %,0.00,ACT,0.00,0,144
03/29/2024,RB503,DAM/AUH,C,11,0,0,0,0,0,9,0.00,0 %,0.00,ACT,0.00,0,11
03/29/2024,RB503,DAM/AUH,Y,144,0,0,0,0,0,55,0.00,0 %,0.00,ACT,0.00,0,144
03/29/2024,RB502,SHJ/DAM,C,11,0,0,0,0,0,5,0.00,0 %,0.00,ACT,0.00,0,11
03/29/2024,RB502,SHJ/DAM,Y,144,0,0,0,0,0,13,0.00,0 %,0.00,ACT,0.00,0,144
03/29/2024,RB504,AUH/DAM,C,11,0,0,0,0,0,2,0.00,0 %,0.00,ACT,0.00,0,11
03/29/2024,RB504,AUH/DAM,Y,144,0,0,0,0,0,5,0.00,0 %,0.00,ACT,0.00,0,144
03/30/2024,RB0521,DAM/DOH,C,11,0,0,0,0,0,8,0.00,0 %,0.00,ACT,0.00,0,11
03/30/2024,RB0521,DAM/DOH,Y,144,0,0,0,0,0,30,0.00,0 %,0.00,ACT,0.00,0,144
03/30/2024,RB515,DAM/DXB,C,28,0,0,0,0,0,20,0.00,0 %,0.00,ACT,0.00,0,28
03/30/2024,RB515,DAM/DXB,Y,254,0,0,0,0,0,100,0.00,0 %,0.00,ACT,0.00,0,254
03/30/2024,RB201,DAM/CAI,C,11,0,0,0,0,0,4,0.00,0 %,0.00,ACT,0.00,0,11
03/30/2024,RB201,DAM/CAI,Y,144,0,0,0,0,0,13,0.00,0 %,0.00,ACT,0.00,0,144
03/30/2024,RB522,DOH/DAM,C,11,0,0,0,0,0,6,0.00,0 %,0.00,ACT,0.00,0,11
03/30/2024,RB522,DOH/DAM,Y,144,0,0,0,0,0,30,0.00,0 %,0.00,ACT,0.00,0,144
03/30/2024,RB202,CAI/DAM,C,11,0,0,0,0,0,6,0.00,0 %,0.00,ACT,0.00,0,11
03/30/2024,RB202,CAI/DAM,Y,144,0,0,0,0,0,21,0.00,0 %,0.00,ACT,0.00,0,144
03/30/2024,RB516,DXB/DAM,C,28,0,0,0,0,0,5,0.00,0 %,0.00,ACT,0.00,0,28
03/30/2024,RB516,DXB/DAM,Y,254,0,0,0,0,0,66,0.00,0 %,0.00,ACT,0.00,0,254
03/31/2024,RB501,DAM/SHJ,C,11,0,0,0,0,0,7,0.00,0 %,0.00,ACT,0.00,0,11
03/31/2024,RB501,DAM/SHJ,Y,144,0,0,0,0,0,38,0.00,0 %,0.00,ACT,0.00,0,144
03/31/2024,RB441,DAM/VKO,C,11,0,0,0,0,0,2,0.00,0 %,0.00,ACT,0.00,0,11
03/31/2024,RB441,DAM/VKO,Y,96,0,0,0,0,0,44,0.00,0 %,0.00,ACT,0.00,0,96
03/31/2024,RB502,SHJ/DAM,C,11,0,0,0,0,0,3,0.00,0 %,0.00,ACT,0.00,0,11
03/31/2024,RB502,SHJ/DAM,Y,144,0,0,0,0,0,4,0.00,0 %,0.00,ACT,0.00,0,144
03/31/2024,RB442,VKO/DAM,C,11,0,0,0,0,0,6,0.00,0 %,0.00,ACT,0.00,0,11
03/31/2024,RB442,VKO/DAM,Y,114,0,0,0,0,0,31,0.00,0 %,0.00,ACT,0.00,0,114
04/01/2024,RB515,DAM/DXB,C,28,0,0,0,0,0,21,0.00,0 %,0.00,ACT,0.00,0,28
04/01/2024,RB515,DAM/DXB,Y,254,0,0,0,0,0,167,0.00,0 %,0.00,ACT,0.00,0,254
04/01/2024,RB516,DXB/DAM,C,28,0,0,0,0,0,8,0.00,0 %,0.00,ACT,0.00,0,28
04/01/2024,RB516,DXB/DAM,Y,254,0,0,0,0,0,37,0.00,0 %,0.00,ACT,0.00,0,254
04/01/2024,RB201,DAM/CAI,C,11,0,0,0,0,0,11,0.00,0 %,0.00,ACT,0.00,0,11
04/01/2024,RB201,DAM/CAI,Y,144,0,0,0,0,0,76,0.00,0 %,0.00,ACT,0.00,0,144
04/01/2024,RB202,CAI/DAM,C,11,0,0,0,0,0,0,0.00,0 %,0.00,ACT,0.00,0,11
04/01/2024,RB202,CAI/DAM,Y,144,0,0,0,0,0,7,0.00,0 %,0.00,ACT,0.00,0,144
04/02/2024,RB503,DAM/AUH,C,11,0,0,0,0,0,10,0.00,0 %,0.00,ACT,0.00,0,11
04/02/2024,RB503,DAM/AUH,Y,144,0,0,0,0,0,98,0.00,0 %,0.00,ACT,0.00,0,144
04/02/2024,RB501,DAM/SHJ,C,11,0,0,0,0,0,3,0.00,0 %,0.00,ACT,0.00,0,11
04/02/2024,RB501,DAM/SHJ,Y,144,0,0,0,0,0,91,0.00,0 %,0.00,ACT,0.00,0,144
04/02/2024,RB504,AUH/DAM,C,11,0,0,0,0,0,7,0.00,0 %,0.00,ACT,0.00,0,11
04/02/2024,RB504,AUH/DAM,Y,144,0,0,0,0,0,9,0.00,0 %,0.00,ACT,0.00,0,144
04/02/2024,RB502,SHJ/DAM,C,11,0,0,0,0,0,7,0.00,0 %,0.00,ACT,0.00,0,11
04/02/2024,RB502,SHJ/DAM,Y,144,0,0,0,0,0,49,0.00,0 %,0.00,ACT,0.00,0,144
04/03/2024,RB515,DAM/DXB,C,28,0,0,0,0,0,8,0.00,0 %,0.00,ACT,0.00,0,28
04/03/2024,RB515,DAM/DXB,Y,254,0,0,0,0,0,143,0.00,0 %,0.00,ACT,0.00,0,254
04/03/2024,RB521,DAM/DOH,C,11,0,0,0,0,0,7,0.00,0 %,0.00,ACT,0.00,0,11
04/03/2024,RB521,DAM/DOH,Y,144,0,0,0,0,0,89,0.00,0 %,0.00,ACT,0.00,0,144
04/03/2024,RB522,DOH/DAM,C,11,0,0,0,0,0,1,0.00,0 %,0.00,ACT,0.00,0,11
04/03/2024,RB522,DOH/DAM,Y,144,0,0,0,0,0,15,0.00,0 %,0.00,ACT,0.00,0,144
04/03/2024,RB516,DXB/DAM,C,28,0,0,0,0,0,0,0.00,0 %,0.00,ACT,0.00,0,28
04/03/2024,RB516,DXB/DAM,Y,254,0,0,0,0,0,61,0.00,0 %,0.00,ACT,0.00,0,254
04/03/2024,RB201,DAM/CAI,C,11,0,0,0,0,0,10,0.00,0 %,0.00,ACT,0.00,0,11
04/03/2024,RB201,DAM/CAI,Y,144,0,0,0,0,0,50,0.00,0 %,0.00,ACT,0.00,0,144
04/03/2024,RB202,CAI/DAM,C,11,0,0,0,0,0,7,0.00,0 %,0.00,ACT,0.00,0,11
04/03/2024,RB202,CAI/DAM,Y,144,0,0,0,0,0,0,0.00,0 %,0.00,ACT,0.00,0,144
04/04/2024,RB515,DAM/DXB,C,28,0,0,0,0,0,12,0.00,0 %,0.00,ACT,0.00,0,28
04/04/2024,RB515,DAM/DXB,Y,254,0,0,0,0,0,126,0.00,0 %,0.00,ACT,0.00,0,254
04/04/2024,RB341,DAM/KWI,C,11,0,0,0,0,0,11,0.00,0 %,0.00,ACT,0.00,0,11
04/04/2024,RB341,DAM/KWI,Y,144,0,0,0,0,0,93,0.00,0 %,0.00,ACT,0.00,0,144
04/04/2024,RB521,DAM/DOH,C,11,0,0,0,0,0,11,0.00,0 %,0.00,ACT,0.00,0,11
04/04/2024,RB521,DAM/DOH,Y,144,0,0,0,0,0,84,0.00,0 %,0.00,ACT,0.00,0,144
04/04/2024,RB342,KWI/DAM,C,11,0,0,0,0,0,10,0.00,0 %,0.00,ACT,0.00,0,11
04/04/2024,RB342,KWI/DAM,Y,144,0,0,0,0,0,6,0.00,0 %,0.00,ACT,0.00,0,144
04/04/2024,RB522,DOH/DAM,C,11,0,0,0,0,0,0,0.00,0 %,0.00,ACT,0.00,0,11
04/04/2024,RB522,DOH/DAM,Y,144,0,0,0,0,0,0,0.00,0 %,0.00,ACT,0.00,0,144
04/04/2024,RB516,DXB/DAM,C,28,0,0,0,0,0,18,0.00,0 %,0.00,ACT,0.00,0,28
04/04/2024,RB516,DXB/DAM,Y,254,0,0,0,0,0,9,0.00,0 %,0.00,ACT,0.00,0,254
04/05/2024,RB121,DAM/KAC,C,11,0,0,0,0,0,0,0.00,0 %,0.00,ACT,0.00,0,11
04/05/2024,RB121,DAM/KAC,Y,144,0,0,0,0,0,6,0.00,0 %,0.00,ACT,0.00,0,144
04/05/2024,RB122,KAC/DAM,C,11,0,0,0,0,0,10,0.00,0 %,0.00,ACT,0.00,0,11
04/05/2024,RB122,KAC/DAM,Y,144,0,0,0,0,0,38,0.00,0 %,0.00,ACT,0.00,0,144
04/05/2024,RB501,DAM/SHJ,C,11,0,0,0,0,0,1,0.00,0 %,0.00,ACT,0.00,0,11
04/05/2024,RB501,DAM/SHJ,Y,144,0,0,0,0,0,53,0.00,0 %,0.00,ACT,0.00,0,144
04/05/2024,RB503,DAM/AUH,C,11,0,0,0,0,0,6,0.00,0 %,0.00,ACT,0.00,0,11
04/05/2024,RB503,DAM/AUH,Y,144,0,0,0,0,0,41,0.00,0 %,0.00,ACT,0.00,0,144
04/05/2024,RB502,SHJ/DAM,C,11,0,0,0,0,0,2,0.00,0 %,0.00,ACT,0.00,0,11
04/05/2024,RB502,SHJ/DAM,Y,144,0,0,0,0,0,3,0.00,0 %,0.00,ACT,0.00,0,144
04/05/2024,RB504,AUH/DAM,C,11,0,0,0,0,0,7,0.00,0 %,0.00,ACT,0.00,0,11
04/05/2024,RB504,AUH/DAM,Y,144,0,0,0,0,0,3,0.00,0 %,0.00,ACT,0.00,0,144
04/06/2024,RB515,DAM/DXB,C,28,0,0,0,0,0,20,0.00,0 %,0.00,ACT,0.00,0,28
04/06/2024,RB515,DAM/DXB,Y,254,0,0,0,0,0,94,0.00,0 %,0.00,ACT,0.00,0,254
04/06/2024,RB201,DAM/CAI,C,11,0,0,0,0,0,8,0.00,0 %,0.00,ACT,0.00,0,11
04/06/2024,RB201,DAM/CAI,Y,144,0,0,0,0,0,29,0.00,0 %,0.00,ACT,0.00,0,144
04/06/2024,RB521,DAM/DOH,C,11,0,0,0,0,0,10,0.00,0 %,0.00,ACT,0.00,0,11
04/06/2024,RB521,DAM/DOH,Y,144,0,0,0,0,0,32,0.00,0 %,0.00,ACT,0.00,0,144
04/06/2024,RB202,CAI/DAM,C,11,0,0,0,0,0,2,0.00,0 %,0.00,ACT,0.00,0,11
04/06/2024,RB202,CAI/DAM,Y,144,0,0,0,0,0,4,0.00,0 %,0.00,ACT,0.00,0,144
04/06/2024,RB522,DOH/DAM,C,11,0,0,0,0,0,0,0.00,0 %,0.00,ACT,0.00,0,11
04/06/2024,RB522,DOH/DAM,Y,144,0,0,0,0,0,2,0.00,0 %,0.00,ACT,0.00,0,144
04/06/2024,RB516,DXB/DAM,C,28,0,0,0,0,0,4,0.00,0 %,0.00,ACT,0.00,0,28
04/06/2024,RB516,DXB/DAM,Y,254,0,0,0,0,0,0,0.00,0 %,0.00,ACT,0.00,0,254
04/06/2024,RB341,DAM/KWI,C,11,0,0,0,0,0,11,0.00,0 %,0.00,ACT,0.00,0,11
04/06/2024,RB341,DAM/KWI,Y,144,0,0,0,0,0,88,0.00,0 %,0.00,ACT,0.00,0,144
04/06/2024,RB342,KWI/DAM,C,11,0,0,0,0,0,6,0.00,0 %,0.00,ACT,0.00,0,11
04/06/2024,RB342,KWI/DAM,Y,144,0,0,0,0,0,4,0.00,0 %,0.00,ACT,0.00,0,144
04/07/2024,RB501,DAM/SHJ,C,28,0,0,0,0,0,16,0.00,0 %,0.00,ACT,0.00,0,28
04/07/2024,RB501,DAM/SHJ,Y,254,0,0,0,0,0,130,0.00,0 %,0.00,ACT,0.00,0,254
04/07/2024,RB441,DAM/VKO,C,11,0,0,0,0,0,8,0.00,0 %,0.00,ACT,0.00,0,11
04/07/2024,RB441,DAM/VKO,Y,96,0,0,0,0,0,22,0.00,0 %,0.00,ACT,0.00,0,96
04/07/2024,RB502,SHJ/DAM,C,28,0,0,0,0,0,2,0.00,0 %,0.00,ACT,0.00,0,28
04/07/2024,RB502,SHJ/DAM,Y,254,0,0,0,0,0,2,0.00,0 %,0.00,ACT,0.00,0,254
04/07/2024,RB442,VKO/DAM,C,11,0,0,0,0,0,3,0.00,0 %,0.00,ACT,0.00,0,11
04/07/2024,RB442,VKO/DAM,Y,114,0,0,0,0,0,19,0.00,0 %,0.00,ACT,0.00,0,114
04/08/2024,RB515,DAM/DXB,C,28,0,0,0,0,0,21,0.00,0 %,0.00,ACT,0.00,0,28
04/08/2024,RB515,DAM/DXB,Y,254,0,0,0,0,0,88,0.00,0 %,0.00,ACT,0.00,0,254
04/08/2024,RB516,DXB/DAM,C,28,0,0,0,0,0,0,0.00,0 %,0.00,ACT,0.00,0,28
04/08/2024,RB516,DXB/DAM,Y,254,0,0,0,0,0,6,0.00,0 %,0.00,ACT,0.00,0,254
04/08/2024,RB201,DAM/CAI,C,11,0,0,0,0,0,5,0.00,0 %,0.00,ACT,0.00,0,11
04/08/2024,RB201,DAM/CAI,Y,144,0,0,0,0,0,22,0.00,0 %,0.00,ACT,0.00,0,144
04/08/2024,RB202,CAI/DAM,C,11,0,0,0,0,0,0,0.00,0 %,0.00,ACT,0.00,0,11
04/08/2024,RB202,CAI/DAM,Y,144,0,0,0,0,0,0,0.00,0 %,0.00,ACT,0.00,0,144
04/08/2024,RB531,DAM/BGW,C,11,0,0,0,0,0,11,0.00,0 %,0.00,ACT,0.00,0,11
04/08/2024,RB531,DAM/BGW,Y,144,0,0,0,0,0,142,0.00,0 %,0.00,ACT,0.00,0,144
04/08/2024,RB532,BGW/DAM,C,11,0,0,0,0,0,11,0.00,0 %,0.00,ACT,0.00,0,11
