,,"ENPLANEMENT
",,,,,
,,Summary Report,,,,,
,,,,,Report ID:,UC_REPM_0,
From Date,: 01/08/2025,,,,Print Date :,26/08/2025,
To Date,: 25/08/2025,,,,Print Time :,16.56.22,Zulu
"Departure Date

","Flight Number
","Segment
","Booked Load
(Adult/Infant)","Go Shows
",No Recs.,No Shows,"Flown Load
"
08/16/2025,RB516,DXB/DAM,84 \ 2,0,0,2,84
08/16/2025,RB521,DAM/DOH,62 \ 4,0,0,0,0
08/16/2025,RB501,DAM/SHJ,156 \ 6,0,0,0,162
08/16/2025,RB341,DAM/KWI,152 \ 6,0,0,3,155
08/16/2025,RB522,DOH/DAM,1 \ 0,0,0,0,0
08/16/2025,RB342,KWI/DAM,117 \ 6,0,1,2,120
08/16/2025,RB502,SHJ/DAM,30 \ 1,0,0,1,30
08/16/2025,RB445,DAM/IST,59 \ 1,0,0,2,58
08/16/2025,RB521,DAM/DOH,91 \ 3,0,2,4,88
08/16/2025,RB446,IST/DAM,47 \ 1,0,0,0,48
08/17/2025,RB522,DOH/DAM,57 \ 2,0,0,11,48
08/17/2025,RB505,DAM/SHJ,138 \ 1,0,0,2,137
08/17/2025,RB381,DAM/JED,138 \ 1,0,0,2,137
08/17/2025,RB506,SHJ/DAM,66 \ 4,0,1,4,65
08/17/2025,RB382,JED/DAM,35 \ 0,0,0,8,27
08/17/2025,RB443,DAM/IST,148 \ 5,0,0,4,149
08/17/2025,RB501,DAM/SHJ,152 \ 3,0,0,1,154
08/17/2025,RB444,IST/DAM,102 \ 3,0,0,1,104
08/17/2025,RB515,DAM/DXB,147 \ 5,0,0,1,151
08/17/2025,RB502,SHJ/DAM,35 \ 0,0,0,3,32
08/17/2025,RB357,DAM/MJI,7 \ 0,0,0,0,7
08/17/2025,RB516,DXB/DAM,50 \ 0,0,0,3,47
08/17/2025,RB358,MJI/DAM,58 \ 1,0,0,0,59
08/18/2025,RB389,DAM/RUH,161 \ 3,0,0,0,164
08/18/2025,RB443,DAM/IST,73 \ 0,0,0,0,73
08/18/2025,RB515,DAM/DXB,149 \ 1,0,0,1,149
08/18/2025,RB390,RUH/DAM,52 \ 2,0,1,1,52
08/18/2025,RB444,IST/ALP,106 \ 3,0,0,2,107
08/18/2025,RB516,DXB/DAM,63 \ 2,0,0,6,59
08/18/2025,RB517,ALP/DXB,151 \ 3,0,0,2,152
08/18/2025,RB501,DAM/SHJ,144 \ 3,0,0,1,146
08/18/2025,RB518,DXB/ALP,70 \ 2,0,0,1,71
08/18/2025,RB521,DAM/DOH,157 \ 13,0,0,1,169
08/18/2025,RB502,SHJ/DAM,47 \ 2,0,0,4,45
08/18/2025,RB522,DOH/DAM,23 \ 1,0,0,0,24
08/18/2025,RB445,ALP/IST,96 \ 1,0,0,3,94
08/18/2025,RB446,IST/DAM,45 \ 1,0,0,1,45
08/19/2025,RB515,DAM/DXB,138 \ 5,0,0,0,143
08/19/2025,RB341,DAM/KWI,141 \ 3,0,0,2,132
08/19/2025,RB342,KWI/DAM,111 \ 5,0,0,1,115
08/19/2025,RB516,DXB/DAM,40 \ 4,0,0,2,42
08/19/2025,RB503,DAM/AUH,159 \ 7,0,0,0,166
08/19/2025,RB501,DAM/SHJ,158 \ 4,0,1,0,161
08/19/2025,RB443,DAM/IST,101 \ 2,0,0,3,100
08/19/2025,RB504,AUH/DAM,51 \ 0,0,0,2,49
08/19/2025,RB502,SHJ/DAM,34 \ 1,0,0,3,32
08/19/2025,RB444,IST/DAM,86 \ 1,0,0,3,84
08/20/2025,RB505,DAM/SHJ,139 \ 3,0,0,2,140
08/20/2025,RB515,DAM/DXB,144 \ 3,0,0,0,147
08/20/2025,RB389,DAM/RUH,152 \ 3,0,0,2,153
08/20/2025,RB506,SHJ/DAM,85 \ 4,0,1,2,86
08/20/2025,RB390,RUH/DAM,42 \ 0,0,0,3,38
08/20/2025,RB516,DXB/DAM,63 \ 0,0,0,5,58
08/20/2025,RB521,DAM/DOH,160 \ 7,0,0,0,167
08/20/2025,RB501,DAM/SHJ,150 \ 7,0,0,1,156
08/20/2025,RB443,DAM/IST,130 \ 2,0,0,0,132
08/20/2025,RB522,DOH/DAM,82 \ 7,0,0,4,82
08/20/2025,RB502,SHJ/DAM,28 \ 1,0,0,2,27
08/20/2025,RB444,IST/DAM,95 \ 3,0,0,3,95
08/21/2025,RB505,DAM/SHJ,132 \ 7,0,0,0,139
08/21/2025,RB515,DAM/DXB,152 \ 3,0,0,1,154
08/21/2025,RB527,DAM/DMM,158 \ 5,0,0,3,160
08/21/2025,RB506,SHJ/DAM,43 \ 3,0,0,1,45
08/21/2025,RB528,DMM/DAM,46 \ 0,0,0,1,45
08/21/2025,RB516,DXB/DAM,42 \ 2,0,1,4,39
08/21/2025,RB381,DAM/JED,155 \ 5,0,0,1,155
08/21/2025,RB501,DAM/SHJ,155 \ 8,0,1,1,161
08/21/2025,RB341,DAM/KWI,151 \ 4,0,0,0,155
08/21/2025,RB382,JED/DAM,18 \ 0,0,0,1,17
08/21/2025,RB342,KWI/DAM,96 \ 9,0,0,0,105
08/21/2025,RB502,SHJ/DAM,29 \ 0,0,0,2,27
08/21/2025,RB445,DAM/IST,76 \ 0,0,0,0,76
08/21/2025,RB446,IST/DAM,48 \ 0,0,0,0,48
08/22/2025,RB505,DAM/SHJ,145 \ 4,0,0,0,149
08/22/2025,RB503,DAM/AUH,145 \ 8,0,0,0,153
08/22/2025,RB515,DAM/DXB,153 \ 7,0,0,0,160
08/22/2025,RB506,SHJ/DAM,68 \ 1,0,0,5,64
08/22/2025,RB504,AUH/DAM,96 \ 1,0,0,3,94
08/22/2025,RB516,DXB/DAM,61 \ 1,0,0,3,59
08/22/2025,RB501,DAM/SHJ,149 \ 9,0,0,2,156
08/22/2025,RB443,DAM/IST,90 \ 2,0,0,2,90
08/22/2025,RB389,DAM/RUH,159 \ 5,0,0,1,163
08/22/2025,RB502,SHJ/DAM,35 \ 4,0,2,1,35
08/22/2025,RB444,IST/DAM,76 \ 6,0,0,0,82
08/22/2025,RB390,RUH/DAM,25 \ 3,0,0,6,22
08/23/2025,RB505,DAM/SHJ,145 \ 5,0,0,1,149
08/23/2025,RB515,DAM/DXB,151 \ 7,0,0,1,157
08/23/2025,RB389,DAM/RUH,157 \ 5,0,0,0,162
08/23/2025,RB506,SHJ/DAM,46 \ 2,0,0,3,45
08/23/2025,RB390,RUH/DAM,35 \ 0,0,0,0,35
08/23/2025,RB516,DXB/DAM,66 \ 2,0,0,4,64
08/23/2025,RB521,DAM/DOH,159 \ 11,0,0,0,170
08/23/2025,RB501,DAM/SHJ,151 \ 4,0,0,0,155
08/23/2025,RB341,DAM/KWI,154 \ 3,0,0,2,153
08/23/2025,RB522,DOH/DAM,40 \ 4,0,0,0,44
08/23/2025,RB342,KWI/DAM,58 \ 2,0,0,0,60
08/23/2025,RB502,SHJ/DAM,13 \ 1,0,0,0,14
08/23/2025,RB445,DAM/IST,88 \ 3,0,0,1,90
08/23/2025,RB446,IST/DAM,45 \ 0,0,0,0,45
08/24/2025,RB505,DAM/SHJ,138 \ 4,0,2,0,140
08/24/2025,RB381,DAM/JED,126 \ 1,0,0,6,121
08/24/2025,RB515,DAM/DXB,156 \ 5,0,0,1,160
08/24/2025,RB506,SHJ/DAM,46 \ 1,0,0,6,41
08/24/2025,RB382,JED/DAM,23 \ 2,0,0,1,24
08/24/2025,RB516,DXB/DAM,23 \ 0,0,0,1,22
08/24/2025,RB443,DAM/IST,120 \ 1,0,0,1,120
08/24/2025,RB501,DAM/SHJ,151 \ 7,0,1,0,157
08/24/2025,RB444,IST/DAM,76 \ 2,0,0,0,78
08/24/2025,RB502,SHJ/DAM,11 \ 1,0,0,2,10
08/25/2025,RB389,DAM/RUH,155 \ 3,0,0,1,157
08/25/2025,RB443,DAM/IST,133 \ 1,0,0,5,129
08/25/2025,RB515,DAM/DXB,147 \ 6,0,0,8,145
08/25/2025,RB390,RUH/DAM,41 \ 0,0,0,0,38
08/25/2025,RB444,IST/ALP,97 \ 7,0,0,1,103
08/25/2025,RB516,DXB/DAM,61 \ 1,0,0,2,60
08/25/2025,RB517,ALP/DXB,149 \ 8,0,0,1,156
08/25/2025,RB501,DAM/SHJ,155 \ 4,0,0,0,159
08/25/2025,RB518,DXB/ALP,52 \ 0,0,0,1,51
08/25/2025,RB521,DAM/DOH,160 \ 4,0,1,0,163
08/25/2025,RB502,SHJ/DAM,36 \ 2,0,0,3,35
08/25/2025,RB522,DOH/DAM,38 \ 1,0,0,0,38
08/25/2025,RB445,ALP/IST,103 \ 4,0,0,3,104
08/25/2025,RB446,IST/DAM,71 \ 0,0,0,2,69
Syrian Air Reservation System,,,,,,,
,,,,,,,Page 1
*** End of Report ***,,,,,,,
